month,department,account,account_type,budget,actual
2024-06,Operations,Software & Subscriptions,expense,12500.0,11898.0
2024-07,Operations,Software & Subscriptions,expense,12500.0,12132.0
2024-08,Operations,Software & Subscriptions,expense,12500.0,12741.0
2024-09,Operations,Software & Subscriptions,expense,12500.0,12394.0
2024-10,Operations,Software & Subscriptions,expense,12500.0,12685.0
2024-11,Operations,Software & Subscriptions,expense,12500.0,12704.0
2024-12,Operations,Software & Subscriptions,expense,12500.0,13243.0
2025-01,Operations,Software & Subscriptions,expense,13250.0,13046.0
2025-02,Operations,Software & Subscriptions,expense,13250.0,12369.0
2025-03,Operations,Software & Subscriptions,expense,13250.0,13886.0
2025-04,Operations,Software & Subscriptions,expense,13250.0,13052.0
2025-05,Operations,Software & Subscriptions,expense,13250.0,13915.0
2025-06,Operations,Software & Subscriptions,expense,13250.0,13479.0
2025-07,Operations,Software & Subscriptions,expense,13250.0,13172.0
2025-08,Operations,Software & Subscriptions,expense,13250.0,13458.0
2025-09,Operations,Software & Subscriptions,expense,13250.0,14413.0
2025-10,Operations,Software & Subscriptions,expense,13250.0,14488.0
2025-11,Operations,Software & Subscriptions,expense,13250.0,13291.0
2025-12,Operations,Software & Subscriptions,expense,13250.0,13346.0
2024-01,Customer Success,Salaries & Benefits,expense,158333.0,157843.0
2024-02,Customer Success,Salaries & Benefits,expense,158333.0,150236.0
2024-03,Customer Success,Salaries & Benefits,expense,158333.0,154902.0
2024-04,Customer Success,Salaries & Benefits,expense,158333.0,153481.0
2024-05,Customer Success,Salaries & Benefits,expense,158333.0,154826.0
2024-06,Customer Success,Salaries & Benefits,expense,158333.0,150285.0
2024-07,Customer Success,Salaries & Benefits,expense,158333.0,147291.0
2024-08,Customer Success,Salaries & Benefits,expense,158333.0,145378.0
2024-09,Customer Success,Salaries & Benefits,expense,158333.0,149160.0
2024-10,Customer Success,Salaries & Benefits,expense,158333.0,151768.0
2024-11,Customer Success,Salaries & Benefits,expense,158333.0,152423.0
2024-12,Customer Success,Salaries & Benefits,expense,158333.0,161252.0
2025-01,Customer Success,Salaries & Benefits,expense,171000.0,170598.0
2025-02,Customer Success,Salaries & Benefits,expense,171000.0,161757.0
2025-03,Customer Success,Salaries & Benefits,expense,171000.0,167356.0
2025-04,Customer Success,Salaries & Benefits,expense,171000.0,164130.0
2025-05,Customer Success,Salaries & Benefits,expense,171000.0,164654.0
2025-06,Customer Success,Salaries & Benefits,expense,171000.0,166662.0
2025-07,Customer Success,Salaries & Benefits,expense,171000.0,168517.0
2025-08,Customer Success,Salaries & Benefits,expense,171000.0,190070.0
2025-09,Customer Success,Salaries & Benefits,expense,171000.0,170418.0
2025-10,Customer Success,Salaries & Benefits,expense,171000.0,160988.0
2025-11,Customer Success,Salaries & Benefits,expense,171000.0,165897.0
2025-12,Customer Success,Salaries & Benefits,expense,171000.0,176975.0
2024-01,Customer Success,Software & Subscriptions,expense,21667.0,21884.0
2024-02,Customer Success,Software & Subscriptions,expense,21667.0,23064.0
2024-03,Customer Success,Software & Subscriptions,expense,21667.0,21756.0
2024-04,Customer Success,Software & Subscriptions,expense,21667.0,22233.0
2024-05,Customer Success,Software & Subscriptions,expense,21667.0,21611.0
2024-06,Customer Success,Software & Subscriptions,expense,21667.0,21501.0
2024-07,Customer Success,Software & Subscriptions,expense,21667.0,20907.0
2024-08,Customer Success,Software & Subscriptions,expense,21667.0,22086.0
2024-09,Customer Success,Software & Subscriptions,expense,21667.0,20836.0
2024-10,Customer Success,Software & Subscriptions,expense,21667.0,22316.0
2024-11,Customer Success,Software & Subscriptions,expense,21667.0,22725.0
2024-12,Customer Success,Software & Subscriptions,expense,21667.0,22024.0
2025-01,Customer Success,Software & Subscriptions,expense,23400.0,23099.0
2025-02,Customer Success,Software & Subscriptions,expense,23400.0,23878.0
2025-03,Customer Success,Software & Subscriptions,expense,23400.0,23075.0
2025-04,Customer Success,Software & Subscriptions,expense,23400.0,24385.0
2025-05,Customer Success,Software & Subscriptions,expense,23400.0,21472.0
2025-06,Customer Success,Software & Subscriptions,expense,23400.0,23047.0
2025-07,Customer Success,Software & Subscriptions,expense,23400.0,21304.0
2025-08,Customer Success,Software & Subscriptions,expense,23400.0,21826.0
2025-09,Customer Success,Software & Subscriptions,expense,23400.0,24836.0
2025-10,Customer Success,Software & Subscriptions,expense,23400.0,24343.0
2025-11,Customer Success,Software & Subscriptions,expense,23400.0,22642.0
2025-12,Customer Success,Software & Subscriptions,expense,23400.0,21818.0
2024-01,Customer Success,Travel & Entertainment,expense,7000.0,6066.0
2024-02,Customer Success,Travel & Entertainment,expense,10500.0,10243.0
2024-03,Customer Success,Travel & Entertainment,expense,12833.0,14231.0
2024-04,Customer Success,Travel & Entertainment,expense,13417.0,13679.0
2024-05,Customer Success,Travel & Entertainment,expense,13417.0,13079.0
2024-06,Customer Success,Travel & Entertainment,expense,12833.0,13102.0
2024-07,Customer Success,Travel & Entertainment,expense,11083.0,10305.0
2024-08,Customer Success,Travel & Entertainment,expense,10500.0,10360.0
2024-09,Customer Success,Travel & Entertainment,expense,14000.0,14063.0
2024-10,Customer Success,Travel & Entertainment,expense,14000.0,13946.0
2024-11,Customer Success,Travel & Entertainment,expense,12250.0,12686.0
2024-12,Customer Success,Travel & Entertainment,expense,8167.0,8293.0
2025-01,Customer Success,Travel & Entertainment,expense,7560.0,7787.0
2025-02,Customer Success,Travel & Entertainment,expense,11340.0,10989.0
2025-03,Customer Success,Travel & Entertainment,expense,13860.0,14420.0
2025-04,Customer Success,Travel & Entertainment,expense,14490.0,15552.0
2025-05,Customer Success,Travel & Entertainment,expense,14490.0,13857.0
2025-06,Customer Success,Travel & Entertainment,expense,13860.0,13306.0
2025-07,Customer Success,Travel & Entertainment,expense,11970.0,12690.0
2025-08,Customer Success,Travel & Entertainment,expense,11340.0,11242.0
2025-09,Customer Success,Travel & Entertainment,expense,15120.0,16075.0
2025-10,Customer Success,Travel & Entertainment,expense,15120.0,14819.0
2025-11,Customer Success,Travel & Entertainment,expense,13230.0,14096.0
2025-12,Customer Success,Travel & Entertainment,expense,8820.0,8872.0
2024-01,Customer Success,Training & Development,expense,9167.0,9273.0
2024-02,Customer Success,Training & Development,expense,9167.0,9812.0
2024-03,Customer Success,Training & Development,expense,9167.0,9017.0
2024-04,Customer Success,Training & Development,expense,9167.0,8778.0
2024-05,Customer Success,Training & Development,expense,9167.0,8982.0
2024-06,Customer Success,Training & Development,expense,9167.0,9353.0
2024-07,Customer Success,Training & Development,expense,9167.0,8521.0
2024-08,Customer Success,Training & Development,expense,9167.0,9430.0
2024-09,Customer Success,Training & Development,expense,9167.0,8944.0
2024-10,Customer Success,Training & Development,expense,9167.0,9640.0
2024-11,Customer Success,Training & Development,expense,9167.0,8179.0
2024-12,Customer Success,Training & Development,expense,9167.0,8842.0
2025-01,Customer Success,Training & Development,expense,9900.0,9149.0
2025-02,Customer Success,Training & Development,expense,9900.0,9532.0
2025-03,Customer Success,Training & Development,expense,9900.0,10010.0
2025-04,Customer Success,Training & Development,expense,9900.0,9820.0
2025-05,Customer Success,Training & Development,expense,9900.0,9787.0
2025-06,Customer Success,Training & Development,expense,9900.0,9829.0
2025-07,Customer Success,Training & Development,expense,9900.0,9991.0
2025-08,Customer Success,Training & Development,expense,9900.0,9451.0
2025-09,Customer Success,Training & Development,expense,9900.0,10215.0
2025-10,Customer Success,Training & Development,expense,9900.0,10195.0
2025-11,Customer Success,Training & Development,expense,9900.0,10072.0
2025-12,Customer Success,Training & Development,expense,9900.0,10148.0
2024-01,G&A,Salaries & Benefits,expense,133333.0,134321.0
2024-02,G&A,Salaries & Benefits,expense,133333.0,140117.0
2024-03,G&A,Salaries & Benefits,expense,133333.0,133043.0
2024-04,G&A,Salaries & Benefits,expense,133333.0,132310.0
2024-05,G&A,Salaries & Benefits,expense,133333.0,130822.0
2024-06,G&A,Salaries & Benefits,expense,133333.0,129892.0
2024-07,G&A,Salaries & Benefits,expense,133333.0,129185.0
2024-08,G&A,Salaries & Benefits,expense,133333.0,130371.0
2024-09,G&A,Salaries & Benefits,expense,133333.0,133098.0
2024-10,G&A,Salaries & Benefits,expense,133333.0,134448.0
2024-11,G&A,Salaries & Benefits,expense,133333.0,133504.0
2024-12,G&A,Salaries & Benefits,expense,133333.0,130782.0
2025-01,G&A,Salaries & Benefits,expense,140000.0,143151.0
2025-02,G&A,Salaries & Benefits,expense,140000.0,142588.0
2025-03,G&A,Salaries & Benefits,expense,140000.0,139441.0
2025-04,G&A,Salaries & Benefits,expense,140000.0,137715.0
2025-05,G&A,Salaries & Benefits,expense,140000.0,141919.0
2025-06,G&A,Salaries & Benefits,expense,140000.0,140658.0
2025-07,G&A,Salaries & Benefits,expense,140000.0,134932.0
2025-08,G&A,Salaries & Benefits,expense,140000.0,139762.0
2025-09,G&A,Salaries & Benefits,expense,140000.0,140917.0
2025-10,G&A,Salaries & Benefits,expense,140000.0,136851.0
2025-11,G&A,Salaries & Benefits,expense,140000.0,140664.0
2025-12,G&A,Salaries & Benefits,expense,140000.0,134908.0
2024-01,G&A,Professional Services,expense,41667.0,46672.0
2024-02,G&A,Professional Services,expense,41667.0,46507.0
2024-03,G&A,Professional Services,expense,41667.0,43693.0
2024-04,G&A,Professional Services,expense,41667.0,44848.0
2024-05,G&A,Professional Services,expense,41667.0,39648.0
2024-06,G&A,Professional Services,expense,41667.0,41999.0
2024-07,G&A,Professional Services,expense,41667.0,66532.0
2024-08,G&A,Professional Services,expense,41667.0,42156.0
2024-09,G&A,Professional Services,expense,41667.0,45506.0
2024-10,G&A,Professional Services,expense,41667.0,47912.0
2024-11,G&A,Professional Services,expense,41667.0,41961.0
2024-12,G&A,Professional Services,expense,41667.0,42596.0
2025-01,G&A,Professional Services,expense,43750.0,46839.0
2025-02,G&A,Professional Services,expense,43750.0,49547.0
2025-03,G&A,Professional Services,expense,43750.0,43968.0
2025-04,G&A,Professional Services,expense,43750.0,46865.0
2025-05,G&A,Professional Services,expense,43750.0,49961.0
2025-06,G&A,Professional Services,expense,43750.0,43123.0
2025-07,G&A,Professional Services,expense,43750.0,43853.0
2025-08,G&A,Professional Services,expense,43750.0,45541.0
2025-09,G&A,Professional Services,expense,43750.0,45350.0
2025-10,G&A,Professional Services,expense,43750.0,47975.0
2025-11,G&A,Professional Services,expense,43750.0,46851.0
2025-12,G&A,Professional Services,expense,43750.0,42881.0
2024-01,G&A,Insurance,expense,23333.0,23634.0
2024-02,G&A,Insurance,expense,23333.0,22996.0
2024-03,G&A,Insurance,expense,23333.0,24077.0
2024-04,G&A,Insurance,expense,23333.0,22967.0
2024-05,G&A,Insurance,expense,23333.0,22962.0
2024-06,G&A,Insurance,expense,23333.0,23649.0
2024-07,G&A,Insurance,expense,23333.0,23778.0
2024-08,G&A,Insurance,expense,23333.0,23595.0
2024-09,G&A,Insurance,expense,23333.0,22350.0
2024-10,G&A,Insurance,expense,23333.0,23647.0
2024-11,G&A,Insurance,expense,23333.0,22730.0
2024-12,G&A,Insurance,expense,23333.0,23471.0
2025-01,G&A,Insurance,expense,24500.0,23628.0
2025-02,G&A,Insurance,expense,24500.0,24773.0
2025-03,G&A,Insurance,expense,24500.0,24006.0
2025-04,G&A,Insurance,expense,24500.0,23714.0
2025-05,G&A,Insurance,expense,24500.0,24937.0
2025-06,G&A,Insurance,expense,24500.0,24648.0
2025-07,G&A,Insurance,expense,24500.0,24124.0
2025-08,G&A,Insurance,expense,24500.0,25389.0
2025-09,G&A,Insurance,expense,24500.0,24230.0
2025-10,G&A,Insurance,expense,24500.0,24520.0
2025-11,G&A,Insurance,expense,24500.0,24665.0
2025-12,G&A,Insurance,expense,24500.0,24120.0
2024-01,G&A,Recruiting,expense,40833.0,41699.0
2024-02,G&A,Recruiting,expense,37917.0,37006.0
2024-03,G&A,Recruiting,expense,35000.0,34352.0
2024-04,G&A,Recruiting,expense,29167.0,30955.0
2024-05,G&A,Recruiting,expense,27708.0,26411.0
2024-06,G&A,Recruiting,expense,26250.0,23400.0
2024-07,G&A,Recruiting,expense,23333.0,25025.0
2024-08,G&A,Recruiting,expense,24792.0,27636.0
2024-09,G&A,Recruiting,expense,29167.0,28635.0
2024-10,G&A,Recruiting,expense,27708.0,25293.0
2024-11,G&A,Recruiting,expense,24792.0,24445.0
2024-12,G&A,Recruiting,expense,23333.0,23033.0
2025-01,G&A,Recruiting,expense,42875.0,42509.0
2025-02,G&A,Recruiting,expense,39812.0,37818.0
2025-03,G&A,Recruiting,expense,36750.0,37708.0
2025-04,G&A,Recruiting,expense,30625.0,31348.0
2025-05,G&A,Recruiting,expense,29094.0,27137.0
2025-06,G&A,Recruiting,expense,27562.0,28430.0
2025-07,G&A,Recruiting,expense,24500.0,26763.0
2025-08,G&A,Recruiting,expense,26031.0,26233.0
2025-09,G&A,Recruiting,expense,30625.0,30160.0
2025-10,G&A,Recruiting,expense,29094.0,28908.0
2025-11,G&A,Recruiting,expense,26031.0,26752.0
2025-12,G&A,Recruiting,expense,24500.0,22592.0
2024-01,G&A,Facilities & Rent,expense,33333.0,33470.0
2024-02,G&A,Facilities & Rent,expense,33333.0,33008.0
2024-03,G&A,Facilities & Rent,expense,33333.0,34873.0
2024-04,G&A,Facilities & Rent,expense,33333.0,33188.0
2024-05,G&A,Facilities & Rent,expense,33333.0,34723.0
2024-06,G&A,Facilities & Rent,expense,33333.0,32414.0
2024-07,G&A,Facilities & Rent,expense,33333.0,33823.0
2024-08,G&A,Facilities & Rent,expense,33333.0,33600.0
2024-09,G&A,Facilities & Rent,expense,33333.0,32609.0
2024-10,G&A,Facilities & Rent,expense,33333.0,33481.0
2024-11,G&A,Facilities & Rent,expense,33333.0,34344.0
2024-12,G&A,Facilities & Rent,expense,33333.0,33064.0
2025-01,G&A,Facilities & Rent,expense,35000.0,33520.0
2025-02,G&A,Facilities & Rent,expense,35000.0,34985.0
2025-03,G&A,Facilities & Rent,expense,35000.0,34210.0
2025-04,G&A,Facilities & Rent,expense,35000.0,34700.0
2025-05,G&A,Facilities & Rent,expense,35000.0,34929.0
2025-06,G&A,Facilities & Rent,expense,35000.0,33508.0
2025-07,G&A,Facilities & Rent,expense,35000.0,33586.0
2025-08,G&A,Facilities & Rent,expense,35000.0,35422.0
2025-09,G&A,Facilities & Rent,expense,35000.0,34543.0
2025-10,G&A,Facilities & Rent,expense,35000.0,32756.0
2025-11,G&A,Facilities & Rent,expense,35000.0,35687.0
2025-12,G&A,Facilities & Rent,expense,35000.0,35238.0
